date,amount,account_code,account_name,vendor,description,journal_ref
2024-01-26,4176.79,5000,Cost of Goods Sold,Citywide Rentals LLC,Monthly invoice,JE-10042
2024-12-03,2073.04,6400,Professional Fees,Vector IT Solutions,Supplies order,JE-10043
2024-12-23,762.4,5100,Inventory Purchases,Citywide Rentals LLC,Subscription renewal,JE-10044
2024-11-27,3730.79,1200,Accounts Receivable,Reliant Repair Services,Subscription renewal,JE-10045
2024-04-29,5463.21,6000,Salaries Expense,Standard Bank,Supplies order,JE-10046
2024-09-10,5495.67,4100,Service Revenue,Acme Supplies Inc,Routine purchase,JE-10047
2024-05-24,3786.65,2000,Accounts Payable,Greenline Insurance,Supplies order,JE-10048
2024-06-21,3284.62,5000,Cost of Goods Sold,Bridgepoint Travel,Vendor payment,JE-10049
2024-04-01,4910.97,5100,Inventory Purchases,Bridgepoint Travel,Recurring charge,JE-10050
2024-08-15,2324.01,4100,Service Revenue,Reliant Repair Services,Service rendered,JE-10051
2024-05-01,743.53,6500,Travel & Entertainment,Vector IT Solutions,Vendor payment,JE-10052
2024-07-13,4231.0,5000,Cost of Goods Sold,Quantum Software Inc,Subscription renewal,JE-10053
2024-08-09,9991.81,1200,Accounts Receivable,Pacific Office Co,Subscription renewal,JE-10054
2024-01-05,356.36,6700,Software Subscriptions,Pacific Office Co,Reimbursement,JE-10055
2024-07-21,352.61,6200,Utilities Expense,Standard Bank,Subscription renewal,JE-10056
2024-04-02,1299.5,5000,Cost of Goods Sold,Citywide Rentals LLC,Supplies order,JE-10057
2024-06-20,2810.15,6400,Professional Fees,Pacific Office Co,Recurring charge,JE-10058
2024-05-03,2272.92,6600,Marketing Expense,Bayview Logistics,Reimbursement,JE-10059
2024-12-19,5036.72,4000,Sales Revenue,Bayview Logistics,Recurring charge,JE-10060
2024-11-28,4877.79,2000,Accounts Payable,Quantum Software Inc,Recurring charge,JE-10061
2024-07-24,50.0,6500,Travel & Entertainment,Citywide Rentals LLC,Recurring charge,JE-10062
2024-10-19,6264.38,6000,Salaries Expense,Apex Payroll Services,Reimbursement,JE-10063
2024-08-04,24850.0,6300,Office Supplies,Pinecone Partners #1987,,JE-10064
2024-01-24,1000.0,6100,Rent Expense,Standard Bank,Supplies order,JE-10065
2024-07-05,6905.67,1200,Accounts Receivable,Bayview Logistics,Recurring charge,JE-10066
2024-11-12,1011.5,6400,Professional Fees,Acme Supplies Inc,Recurring charge,JE-10067
2024-08-16,4736.37,1200,Accounts Receivable,Customer B LLC,Subscription renewal,JE-10068
2024-08-22,50.0,6600,Marketing Expense,Bayview Logistics,Service rendered,JE-10069
2024-07-17,3260.17,6100,Rent Expense,Customer C Holdings,Routine purchase,JE-10070
2024-07-06,831.97,6600,Marketing Expense,Customer C Holdings,Vendor payment,JE-10071
2024-02-07,693.87,6500,Travel & Entertainment,Summit Marketing Group,Routine purchase,JE-10072
2024-11-20,180.95,6300,Office Supplies,Bayview Logistics,Recurring charge,JE-10073
2024-10-14,1415.89,6800,Insurance Expense,Customer D Industries,Reimbursement,JE-10074
2024-07-19,5292.78,6000,Salaries Expense,Reliant Repair Services,Supplies order,JE-10075
2024-04-05,1830.53,2000,Accounts Payable,Apex Payroll Services,Monthly invoice,JE-10076
2024-10-10,1521.43,6600,Marketing Expense,Customer B LLC,Service rendered,JE-10077
2024-01-25,297.58,6300,Office Supplies,Pacific Office Co,Service rendered,JE-10078
2024-03-25,144.87,6900,Repairs & Maintenance,Summit Marketing Group,Vendor payment,JE-10079
2024-02-24,1874.27,2000,Accounts Payable,Bridgepoint Travel,Vendor payment,JE-10080
2024-09-30,1529.99,6600,Marketing Expense,Pacific Office Co,Recurring charge,JE-10081
2024-02-02,1052.04,6800,Insurance Expense,Summit Marketing Group,Monthly invoice,JE-10082
2024-04-17,505.1,6200,Utilities Expense,Bridgepoint Travel,Routine purchase,JE-10083
2024-04-03,339.54,6900,Repairs & Maintenance,Pacific Office Co,Service rendered,JE-10084
2024-05-31,306.04,6500,Travel & Entertainment,Standard Bank,Monthly invoice,JE-10085
2024-08-16,7791.21,6000,Salaries Expense,Customer D Industries,Service rendered,JE-10086
2024-12-17,5186.77,6400,Professional Fees,Apex Payroll Services,Recurring charge,JE-10087
2024-01-15,4358.05,2000,Accounts Payable,Acme Supplies Inc,Supplies order,JE-10088
2024-09-30,2884.3,6400,Professional Fees,Reliant Repair Services,Vendor payment,JE-10089
2024-12-19,7596.3,6000,Salaries Expense,Bayview Logistics,Recurring charge,JE-10090
2024-09-30,610.87,6300,Office Supplies,Northstar Utilities,Recurring charge,JE-10091
2024-08-28,1168.51,6800,Insurance Expense,Greenline Insurance,Vendor payment,JE-10092
2024-08-23,4053.14,4100,Service Revenue,Customer B LLC,Monthly invoice,JE-10093
2024-06-08,6468.31,6000,Salaries Expense,Pacific Office Co,Monthly invoice,JE-10094
2024-02-20,4016.82,4100,Service Revenue,Bridgepoint Travel,Recurring charge,JE-10095
2024-12-24,1988.6,6600,Marketing Expense,Apex Payroll Services,Monthly invoice,JE-10096
2024-07-02,836.96,6200,Utilities Expense,Vector IT Solutions,Monthly invoice,JE-10097
2024-08-13,2027.24,4100,Service Revenue,Quantum Software Inc,Routine purchase,JE-10098
2024-02-23,2346.37,6400,Professional Fees,Redrock LLC #1931,Routine purchase,JE-10099
2024-11-19,4255.0,2000,Accounts Payable,Quantum Software Inc,Subscription renewal,JE-10100
2024-08-20,722.61,6600,Marketing Expense,Customer A Corp,Equipment lease,JE-10101
2024-02-19,50.0,6300,Office Supplies,Northstar Utilities,Routine purchase,JE-10102
2024-12-03,3819.52,5100,Inventory Purchases,Apex Payroll Services,Routine purchase,JE-10103
2024-08-29,433.44,6300,Office Supplies,Customer A Corp,Reimbursement,JE-10104
2024-02-27,4339.11,7000,Cash Disbursements,Customer B LLC,Routine purchase,JE-10105
2024-07-31,269.33,6700,Software Subscriptions,Standard Bank,Equipment lease,JE-10106
2024-02-26,5507.13,2000,Accounts Payable,Summit Marketing Group,Routine purchase,JE-10107
2024-12-10,498.88,6900,Repairs & Maintenance,Apex Payroll Services,Supplies order,JE-10108
2024-05-16,50.0,1200,Accounts Receivable,Summit Marketing Group,Reimbursement,JE-10109
2024-10-31,2031.31,2000,Accounts Payable,Bayview Logistics,Reimbursement,JE-10110
2024-12-13,3050.78,6100,Rent Expense,Standard Bank,Equipment lease,JE-10111
2024-01-19,3698.68,1200,Accounts Receivable,Standard Bank,Service rendered,JE-10112
2024-01-31,1260.85,6800,Insurance Expense,Standard Bank,Vendor payment,JE-10113
2024-09-11,900.12,6500,Travel & Entertainment,Vector IT Solutions,Vendor payment,JE-10114
2024-07-08,50.0,4100,Service Revenue,Greenline Insurance,Equipment lease,JE-10115
2024-08-15,2834.78,2000,Accounts Payable,Summit Marketing Group,Subscription renewal,JE-10116
2024-07-01,2934.74,6100,Rent Expense,Customer D Industries,Reimbursement,JE-10117
2024-08-02,2743.43,6400,Professional Fees,Vector IT Solutions,Supplies order,JE-10118
2024-07-29,985.6,6800,Insurance Expense,Reliant Repair Services,Reimbursement,JE-10119
2024-11-06,687.94,6900,Repairs & Maintenance,Bayview Logistics,Subscription renewal,JE-10120
2024-05-14,952.91,6800,Insurance Expense,Bayview Logistics,Vendor payment,JE-10121
2024-03-20,1219.88,5000,Cost of Goods Sold,Customer C Holdings,Supplies order,JE-10122
2024-01-17,6241.62,4100,Service Revenue,Bayview Logistics,Equipment lease,JE-10123
2024-05-01,8229.21,5100,Inventory Purchases,Citywide Rentals LLC,Routine purchase,JE-10124
2024-02-22,980.19,6800,Insurance Expense,Quantum Software Inc,Routine purchase,JE-10125
2024-09-10,916.3,6010,Payroll Tax Expense,Pacific Office Co,Recurring charge,JE-10126
2024-12-24,6201.43,1200,Accounts Receivable,Vector IT Solutions,Reimbursement,JE-10127
2024-10-14,2775.61,7000,Cash Disbursements,Customer A Corp,Service rendered,JE-10128
2024-06-07,3022.41,6100,Rent Expense,Pacific Office Co,Reimbursement,JE-10129
2024-10-26,2635.59,5000,Cost of Goods Sold,Reliant Repair Services,Monthly invoice,JE-10130
2024-01-13,3969.49,5000,Cost of Goods Sold,Northstar Utilities,Monthly invoice,JE-10131
2024-03-29,527.65,6200,Utilities Expense,Customer A Corp,Reimbursement,JE-10132
2024-10-15,258.27,6500,Travel & Entertainment,Customer B LLC,Monthly invoice,JE-10133
2024-05-17,464.42,6200,Utilities Expense,Pacific Office Co,Equipment lease,JE-10134
2024-06-08,512.07,6200,Utilities Expense,Greenline Insurance,Recurring charge,JE-10135
2024-11-27,16888.64,4100,Service Revenue,Standard Bank,Recurring charge,JE-10136
2024-06-13,5874.52,1200,Accounts Receivable,Reliant Repair Services,,JE-10137
2024-06-17,476.94,6200,Utilities Expense,Customer D Industries,Vendor payment,JE-10138
2024-03-11,778.45,6600,Marketing Expense,Greenline Insurance,Monthly invoice,JE-10139
2024-08-15,2413.59,6400,Professional Fees,Quantum Software Inc,Subscription renewal,JE-10140
2024-03-29,8033.2,6000,Salaries Expense,Summit Marketing Group,Service rendered,JE-10141
2024-02-15,980.08,6800,Insurance Expense,Summit Marketing Group,Routine purchase,JE-10142
2024-08-02,8514.01,1200,Accounts Receivable,Summit Marketing Group,Routine purchase,JE-10143
2024-04-08,5167.48,4000,Sales Revenue,Standard Bank,Service rendered,JE-10144
2024-05-13,545.79,6200,Utilities Expense,Greenline Insurance,Monthly invoice,JE-10145
2024-01-05,836.0,6200,Utilities Expense,Standard Bank,Equipment lease,JE-10146
2024-03-08,1738.65,6400,Professional Fees,Customer C Holdings,Supplies order,JE-10147
2024-10-03,754.52,6010,Payroll Tax Expense,Citywide Rentals LLC,Routine purchase,JE-10148
2024-04-22,4602.96,2000,Accounts Payable,Vector IT Solutions,Equipment lease,JE-10149
2024-10-15,746.68,6010,Payroll Tax Expense,Standard Bank,Supplies order,JE-10150
2024-06-13,3938.01,4100,Service Revenue,Bridgepoint Travel,Service rendered,JE-10151
2024-04-05,3506.38,7000,Cash Disbursements,Bridgepoint Travel,Routine purchase,JE-10152
2024-10-25,5313.69,6000,Salaries Expense,Summit Marketing Group,Reimbursement,JE-10153
2024-10-15,5790.11,6000,Salaries Expense,Bayview Logistics,Routine purchase,JE-10154
2024-12-16,682.49,6200,Utilities Expense,Northstar Utilities,Supplies order,JE-10155
2024-10-17,427.26,6700,Software Subscriptions,Bayview Logistics,Supplies order,JE-10156
2024-01-15,2907.76,6100,Rent Expense,Customer B LLC,Routine purchase,JE-10157
2024-05-29,1382.86,6900,Repairs & Maintenance,Citywide Rentals LLC,Equipment lease,JE-10158
2024-03-30,383.39,6700,Software Subscriptions,Vector IT Solutions,Recurring charge,JE-10159
2024-10-18,1118.43,6500,Travel & Entertainment,Greenline Insurance,Recurring charge,JE-10160
2024-03-06,1761.85,6400,Professional Fees,Northstar Utilities,Equipment lease,JE-10161
2024-08-21,2958.55,2000,Accounts Payable,Vector IT Solutions,Vendor payment,JE-10162
2024-07-31,7254.17,1200,Accounts Receivable,Vector IT Solutions,Routine purchase,JE-10163
2024-11-21,24544.21,2000,Accounts Payable,Citywide Rentals LLC,Equipment lease,JE-10164
2024-01-23,5803.37,6000,Salaries Expense,Acme Supplies Inc,Recurring charge,JE-10165
2024-11-05,3036.73,6100,Rent Expense,Apex Payroll Services,Vendor payment,JE-10166
2024-09-23,1994.81,2000,Accounts Payable,Standard Bank,Monthly invoice,JE-10167
2024-11-28,484.4,6300,Office Supplies,Quantum Software Inc,Recurring charge,JE-10168
2024-09-16,897.23,6010,Payroll Tax Expense,Bridgepoint Travel,Equipment lease,JE-10169
2024-01-10,4189.95,7000,Cash Disbursements,Citywide Rentals LLC,Reimbursement,JE-10170
2024-05-02,4707.33,5000,Cost of Goods Sold,Bridgepoint Travel,Recurring charge,JE-10171
2024-03-25,9609.54,5000,Cost of Goods Sold,Northstar Utilities,Subscription renewal,JE-10172
2024-11-20,2140.19,7000,Cash Disbursements,Acme Supplies Inc,Recurring charge,JE-10173
2024-02-07,222.55,6700,Software Subscriptions,Bridgepoint Travel,Equipment lease,JE-10174
2024-03-28,1245.13,6600,Marketing Expense,Customer D Industries,Equipment lease,JE-10175
2024-07-08,3370.3,5000,Cost of Goods Sold,Customer A Corp,Routine purchase,JE-10176
2024-12-05,172.11,6700,Software Subscriptions,Customer A Corp,Recurring charge,JE-10177
2024-03-11,4127.12,5100,Inventory Purchases,Pacific Office Co,Monthly invoice,JE-10178
2024-07-30,3091.58,5000,Cost of Goods Sold,Customer D Industries,Equipment lease,JE-10179
2024-01-01,478.81,6200,Utilities Expense,Bridgepoint Travel,Service rendered,JE-10180
2024-10-15,474.54,6300,Office Supplies,Vector IT Solutions,Supplies order,JE-10181
2024-01-24,350.44,6700,Software Subscriptions,Quantum Software Inc,Subscription renewal,JE-10182
2024-11-15,1017.17,6010,Payroll Tax Expense,Reliant Repair Services,Equipment lease,JE-10183
2024-01-29,1338.25,7000,Cash Disbursements,Standard Bank,Reimbursement,JE-10184
2024-10-26,181.91,6300,Office Supplies,Vector IT Solutions,Vendor payment,JE-10185
2024-04-07,4850.0,7000,Cash Disbursements,QuickFix Consultants #1990,,JE-10186
2024-08-19,7867.85,6000,Salaries Expense,Customer B LLC,Reimbursement,JE-10187
2024-10-07,2958.06,5000,Cost of Goods Sold,Customer D Industries,Monthly invoice,JE-10188
2024-12-16,2987.02,6100,Rent Expense,Greenline Insurance,Subscription renewal,JE-10189
2024-08-06,1210.88,6010,Payroll Tax Expense,Quantum Software Inc,Subscription renewal,JE-10190
2024-08-20,666.19,6200,Utilities Expense,Customer B LLC,Reimbursement,JE-10191
2024-05-03,5832.61,5100,Inventory Purchases,Summit Marketing Group,Recurring charge,JE-10192
2024-03-08,602.25,6900,Repairs & Maintenance,Pacific Office Co,Reimbursement,JE-10193
2024-02-08,50.0,6300,Office Supplies,Customer C Holdings,Service rendered,JE-10194
2024-02-15,2930.03,6100,Rent Expense,Bridgepoint Travel,Reimbursement,JE-10195
2024-06-07,975.21,6800,Insurance Expense,Standard Bank,Subscription renewal,JE-10196
2024-04-18,364.39,6200,Utilities Expense,Vector IT Solutions,Routine purchase,JE-10197
2024-10-19,542.39,6200,Utilities Expense,Customer B LLC,Reimbursement,JE-10198
2024-12-19,1833.39,7000,Cash Disbursements,Reliant Repair Services,Supplies order,JE-10199
2024-06-08,1063.04,6800,Insurance Expense,Bayview Logistics,Service rendered,JE-10200
2024-07-03,60.72,6600,Marketing Expense,Bridgepoint Travel,Supplies order,JE-10201
2024-08-05,501.17,6200,Utilities Expense,Summit Marketing Group,Service rendered,JE-10202
2024-10-08,423.09,6700,Software Subscriptions,Customer C Holdings,Subscription renewal,JE-10203
2024-03-07,752.93,6500,Travel & Entertainment,Reliant Repair Services,Recurring charge,JE-10204
2024-10-01,406.1,6700,Software Subscriptions,Reliant Repair Services,Vendor payment,JE-10205
2024-11-20,361.24,6700,Software Subscriptions,Apex Payroll Services,Reimbursement,JE-10206
2024-03-12,2893.25,4100,Service Revenue,Bayview Logistics,Service rendered,JE-10207
2024-01-22,50.0,7000,Cash Disbursements,Acme Supplies Inc,Subscription renewal,JE-10208
2024-02-02,1065.55,5100,Inventory Purchases,Greenline Insurance,Routine purchase,JE-10209
2024-07-04,1601.28,6010,Payroll Tax Expense,Northstar Utilities,Service rendered,JE-10210
2024-03-08,270.57,6200,Utilities Expense,Summit Marketing Group,Recurring charge,JE-10211
2024-02-28,167.91,6300,Office Supplies,Citywide Rentals LLC,Subscription renewal,JE-10212
2024-12-02,261.45,6700,Software Subscriptions,Standard Bank,Monthly invoice,JE-10213
2024-10-04,1225.88,6800,Insurance Expense,Acme Supplies Inc,Service rendered,JE-10214
2024-06-21,1716.64,7000,Cash Disbursements,Bridgepoint Travel,Equipment lease,JE-10215
2024-01-05,1499.26,5100,Inventory Purchases,Customer A Corp,Service rendered,JE-10216
2024-10-21,3063.87,2000,Accounts Payable,Acme Supplies Inc,Subscription renewal,JE-10217
2024-05-06,7612.53,5100,Inventory Purchases,Summit Marketing Group,Equipment lease,JE-10218
2024-11-18,1296.91,4100,Service Revenue,Customer A Corp,Subscription renewal,JE-10219
2024-11-20,2944.48,6100,Rent Expense,Customer C Holdings,Service rendered,JE-10220
2024-08-29,120.91,6300,Office Supplies,Customer B LLC,Equipment lease,JE-10221
2024-10-21,1077.5,6500,Travel & Entertainment,Bridgepoint Travel,Equipment lease,JE-10222
2024-11-22,3662.86,5100,Inventory Purchases,Summit Marketing Group,Equipment lease,JE-10223
2024-08-01,1827.79,6600,Marketing Expense,Bayview Logistics,Monthly invoice,JE-10224
2024-04-29,750.21,6700,Software Subscriptions,Echo Services #1934,Service rendered,JE-10225
2024-09-20,3491.58,7000,Cash Disbursements,Standard Bank,Equipment lease,JE-10226
2024-08-14,930.16,6800,Insurance Expense,Quantum Software Inc,Equipment lease,JE-10227
2024-11-04,3307.73,5000,Cost of Goods Sold,Reliant Repair Services,Recurring charge,JE-10228
2024-10-10,4322.99,7000,Cash Disbursements,Acme Supplies Inc,Reimbursement,JE-10229
2024-04-15,4154.42,7000,Cash Disbursements,Maple Holdings Ltd #1938,Recurring charge,JE-10230
2024-05-10,797.2,6200,Utilities Expense,Customer D Industries,Routine purchase,JE-10231
2024-10-25,397.52,6900,Repairs & Maintenance,Vector IT Solutions,Reimbursement,JE-10232
2024-06-05,979.18,6900,Repairs & Maintenance,Bridgepoint Travel,Routine purchase,JE-10233
2024-02-13,391.54,6700,Software Subscriptions,Citywide Rentals LLC,Supplies order,JE-10234
2024-07-21,379.34,6200,Utilities Expense,Customer C Holdings,Reimbursement,JE-10235
2024-07-30,301.61,6300,Office Supplies,Customer A Corp,Service rendered,JE-10236
2024-11-09,1613.46,6600,Marketing Expense,Customer A Corp,Routine purchase,JE-10237
2024-03-11,959.59,6800,Insurance Expense,Greenline Insurance,Vendor payment,JE-10238
2024-06-10,490.2,6300,Office Supplies,Pacific Office Co,Routine purchase,JE-10239
2024-01-29,453.91,6200,Utilities Expense,Summit Marketing Group,Subscription renewal,JE-10240
2024-10-05,3177.23,6100,Rent Expense,Apex Payroll Services,Vendor payment,JE-10241
2024-07-10,3100.63,6100,Rent Expense,Standard Bank,Equipment lease,JE-10242
2024-01-24,76.06,6500,Travel & Entertainment,Northstar Utilities,Recurring charge,JE-10243
2024-08-06,2252.02,5000,Cost of Goods Sold,Customer C Holdings,Supplies order,JE-10244
2024-03-19,3252.32,5000,Cost of Goods Sold,Greenline Insurance,Routine purchase,JE-10245
2024-08-02,1692.79,7000,Cash Disbursements,Bridgepoint Travel,Supplies order,JE-10246
2024-10-01,1090.31,6010,Payroll Tax Expense,Vista Trading Co #1937,Routine purchase,JE-10247
2024-07-25,7813.81,1200,Accounts Receivable,Apex Payroll Services,Vendor payment,JE-10248
2024-04-15,3052.45,2000,Accounts Payable,Standard Bank,Vendor payment,JE-10249
2024-04-17,3456.8,7000,Cash Disbursements,Customer D Industries,Equipment lease,JE-10250
2024-02-22,1282.13,6600,Marketing Expense,Greenline Insurance,Service rendered,JE-10251
2024-08-14,599.7,6200,Utilities Expense,Vector IT Solutions,Supplies order,JE-10252
2024-11-23,7486.98,1200,Accounts Receivable,Bridgepoint Travel,Vendor payment,JE-10253
2024-02-19,698.24,6010,Payroll Tax Expense,Pacific Office Co,Supplies order,JE-10254
2024-05-23,854.37,6600,Marketing Expense,Reliant Repair Services,Recurring charge,JE-10255
2024-05-17,382.58,6700,Software Subscriptions,Apex Payroll Services,Routine purchase,JE-10256
2024-07-02,812.4,6500,Travel & Entertainment,Customer C Holdings,Monthly invoice,JE-10257
2024-06-22,8418.38,6000,Salaries Expense,Customer A Corp,,JE-10258
2024-01-19,4803.54,6000,Salaries Expense,Pacific Office Co,Reimbursement,JE-10259
2024-03-06,3274.35,2000,Accounts Payable,Greenline Insurance,Recurring charge,JE-10260
2024-08-06,1367.89,6900,Repairs & Maintenance,Standard Bank,,JE-10261
2024-02-13,3475.7,4100,Service Revenue,Vector IT Solutions,Vendor payment,JE-10262
2024-07-01,406.92,6500,Travel & Entertainment,Customer C Holdings,Routine purchase,JE-10263
2024-12-27,470.61,6700,Software Subscriptions,Quantum Software Inc,Subscription renewal,JE-10264
2024-12-09,2757.58,6100,Rent Expense,Citywide Rentals LLC,Routine purchase,JE-10265
2024-02-26,5903.18,2000,Accounts Payable,Standard Bank,Recurring charge,JE-10266
2024-10-15,2022.77,4100,Service Revenue,Greenline Insurance,Routine purchase,JE-10267
2024-06-13,5102.22,2000,Accounts Payable,Customer A Corp,Equipment lease,JE-10268
2024-02-29,619.06,6900,Repairs & Maintenance,Acme Supplies Inc,Equipment lease,JE-10269
2024-11-18,3116.23,6400,Professional Fees,Summit Marketing Group,Monthly invoice,JE-10270
2024-08-22,4770.84,4000,Sales Revenue,Customer A Corp,Reimbursement,JE-10271
2024-11-26,2392.8,6400,Professional Fees,Customer B LLC,Routine purchase,JE-10272
2024-05-17,5571.94,7000,Cash Disbursements,Citywide Rentals LLC,Equipment lease,JE-10273
2024-02-24,9665.22,6100,Rent Expense,Customer A Corp,Recurring charge,JE-10274
2024-01-08,9903.85,6100,Rent Expense,Bayview Logistics,Monthly invoice,JE-10275
2024-06-29,881.75,6500,Travel & Entertainment,Customer A Corp,Recurring charge,JE-10276
2024-06-19,4153.42,1200,Accounts Receivable,Pacific Office Co,Monthly invoice,JE-10277
2024-08-01,9569.84,6000,Salaries Expense,Citywide Rentals LLC,Subscription renewal,JE-10278
2024-10-16,377.2,6200,Utilities Expense,Standard Bank,Recurring charge,JE-10279
2024-10-18,763.86,2000,Accounts Payable,Vista Trading Co #1930,Service rendered,JE-10280
2024-01-18,4559.44,4100,Service Revenue,Customer D Industries,Subscription renewal,JE-10281
2024-11-11,50.0,6600,Marketing Expense,Customer B LLC,Routine purchase,JE-10282
2024-01-22,334.59,6900,Repairs & Maintenance,Customer A Corp,Reimbursement,JE-10283
2024-04-15,6382.49,5100,Inventory Purchases,Standard Bank,Routine purchase,JE-10284
2024-10-31,4263.32,5000,Cost of Goods Sold,Apex Payroll Services,Vendor payment,JE-10285
2024-11-23,4019.29,5000,Cost of Goods Sold,Quantum Software Inc,Recurring charge,JE-10286
2024-12-06,3017.79,6400,Professional Fees,Greenline Insurance,Reimbursement,JE-10287
2024-05-21,6316.36,4100,Service Revenue,Bayview Logistics,Recurring charge,JE-10288
2024-11-18,6748.91,5100,Inventory Purchases,Bayview Logistics,Recurring charge,JE-10289
2024-09-04,6868.81,5100,Inventory Purchases,Standard Bank,Vendor payment,JE-10290
2024-05-13,3827.08,7000,Cash Disbursements,Customer D Industries,Subscription renewal,JE-10291
2024-04-01,1925.38,5000,Cost of Goods Sold,Acme Supplies Inc,Monthly invoice,JE-10292
2024-09-07,503.64,6700,Software Subscriptions,Customer A Corp,Reimbursement,JE-10293
2024-05-12,313.13,6700,Software Subscriptions,Quantum Software Inc,Recurring charge,JE-10294
2024-12-31,779.14,6900,Repairs & Maintenance,Northstar Utilities,Reimbursement,JE-10295
2024-07-29,1013.62,6800,Insurance Expense,Reliant Repair Services,Recurring charge,JE-10296
2024-08-06,1320.96,6400,Professional Fees,Vector IT Solutions,Subscription renewal,JE-10297
2024-01-31,2056.54,6400,Professional Fees,Customer B LLC,Routine purchase,JE-10298
2024-10-10,4403.5,2000,Accounts Payable,Citywide Rentals LLC,Reimbursement,JE-10299
2024-10-15,321.86,6700,Software Subscriptions,Reliant Repair Services,Vendor payment,JE-10300
2024-02-08,1110.45,6800,Insurance Expense,Acme Supplies Inc,Vendor payment,JE-10301
2024-03-01,138.2,6300,Office Supplies,Vector IT Solutions,,JE-10302
2024-01-19,275.46,6900,Repairs & Maintenance,Citywide Rentals LLC,Routine purchase,JE-10303
2024-02-29,1995.47,6400,Professional Fees,Bayview Logistics,Equipment lease,JE-10304
2024-05-13,2952.79,6100,Rent Expense,Greenline Insurance,,JE-10305
